,Gender,Marital_Status,Number_of_Dependents,Education,Loan_Status,Annual_Income,Credit_Score,Loan_Amount,Term,Property_Area,Loan_Approval
4042,Female,No,2,Not Graduate,No,5481.0,4122.0,767.0,180,Urban,Yes
4043,Female,No,0,Graduate,Yes,7450.0,4060.0,9730.0,180,Urban,Yes
4044,Male,No,3,Graduate,Yes,9318.0,2245.0,907.0,360,Rural,Yes
4045,Male,Yes,3,Not Graduate,No,1703.0,2850.0,7629.0,360,Urban,Yes
4046,Female,Yes,3,Graduate,Yes,1541.0,4019.0,2827.0,180,Rural,No
4047,Male,Yes,3,Graduate,No,4265.0,2627.0,2183.0,360,Semiurban,No
4048,Female,No,1,Graduate,No,3925.0,3844.0,9729.0,180,Rural,Yes
4049,Male,No,2,Graduate,No,11129.0,3179.0,2320.0,180,Urban,No
4050,Female,Yes,2,Graduate,No,5373.0,3766.0,3363.0,180,Urban,Yes
4051,Female,No,0,Not Graduate,No,6669.0,3215.0,3243.0,360,Semiurban,Yes
4052,Female,Yes,3,Not Graduate,No,4559.0,4727.0,2188.0,360,Rural,Yes
4053,Male,Yes,1,Graduate,No,6669.0,899.0,9785.0,180,Urban,No
4054,Female,No,1,Graduate,Yes,3644.0,1484.0,2404.0,180,Rural,No
4055,Male,No,2,Graduate,Yes,6145.0,2627.0,7976.0,360,Rural,Yes
4056,Female,No,0,Graduate,Yes,6669.0,4686.0,7394.0,180,Rural,Yes
4057,Male,Yes,2,Not Graduate,Yes,6148.0,1752.0,8892.0,360,Semiurban,Yes
4058,Female,Yes,2,Graduate,No,8777.0,1168.0,8014.0,180,Rural,Yes
4059,Female,No,1,Graduate,Yes,6913.0,2253.0,9247.0,180,Rural,No
4060,Male,No,0,Not Graduate,No,2489.0,5.0,9342.0,180,Semiurban,Yes
4061,Female,No,3,Graduate,Yes,4263.0,4648.0,8633.0,180,Urban,Yes
4062,Female,No,3,Graduate,No,10423.0,4542.0,5670.0,180,Semiurban,Yes
4063,Female,Yes,1,Not Graduate,Yes,7988.0,2627.0,5021.0,360,Urban,No
4064,Female,No,2,Graduate,No,9197.0,2322.0,9317.0,360,Semiurban,No
4065,Female,Yes,0,Not Graduate,Yes,11413.0,2158.0,3319.0,180,Urban,No
4066,Female,Yes,3,Graduate,No,11193.0,2219.0,4473.0,360,Semiurban,Yes
4067,Female,Yes,2,Graduate,No,2020.0,2991.0,5422.0,180,Urban,No
4068,Female,No,2,Graduate,No,5015.0,4126.0,8706.0,180,Rural,No
4069,Female,No,2,Graduate,No,9606.0,4097.0,5021.0,360,Semiurban,No
4070,Male,Yes,3,Not Graduate,No,5022.0,4937.0,3327.0,180,Urban,No
4071,Male,No,2,Graduate,No,4425.0,4038.0,599.0,360,Rural,No
4072,Female,Yes,2,Graduate,No,9662.0,242.0,6811.0,360,Rural,No
4073,Female,No,0,Not Graduate,No,10796.0,1159.0,268.0,360,Urban,No
4074,Female,No,1,Graduate,Yes,4705.0,3702.0,7179.0,360,Semiurban,No
4075,Male,No,2,Graduate,No,4986.0,4791.0,1112.0,360,Urban,No
4076,Male,No,3,Graduate,Yes,3580.0,917.0,2765.0,360,Urban,Yes
4077,Female,Yes,3,Graduate,Yes,6729.0,2627.0,5118.0,360,Urban,No
4078,Male,No,2,Not Graduate,Yes,8364.0,2645.0,5196.0,360,Urban,Yes
4079,Male,Yes,0,Graduate,No,8957.0,991.0,9908.0,360,Rural,No
4080,Male,Yes,3,Graduate,Yes,4698.0,3263.0,8079.0,360,Urban,No
4081,Male,Yes,1,Graduate,No,5610.0,2986.0,7730.0,360,Rural,Yes
4082,Male,No,2,Graduate,No,11343.0,4080.0,7112.0,360,Rural,No
4083,Male,Yes,3,Not Graduate,No,6669.0,257.0,5021.0,360,Urban,Yes
4084,Male,No,1,Graduate,No,6608.0,1807.0,1279.0,360,Rural,Yes
4085,Female,Yes,3,Not Graduate,Yes,2562.0,4549.0,8632.0,360,Semiurban,No
4086,Female,Yes,0,Graduate,Yes,9081.0,2543.0,8819.0,360,Rural,No
4087,Female,Yes,3,Not Graduate,No,6782.0,2591.0,6320.0,180,Rural,No
4088,Female,Yes,2,Not Graduate,Yes,4972.0,1409.0,8989.0,360,Urban,No
4089,Female,No,0,Not Graduate,No,3935.0,3066.0,9133.0,360,Rural,Yes
4090,Female,No,2,Not Graduate,No,6669.0,1063.0,3090.0,180,Rural,No
4091,Male,No,3,Graduate,Yes,9951.0,1086.0,3754.0,180,Urban,Yes
4092,Female,Yes,1,Not Graduate,Yes,8077.0,4921.0,179.0,360,Urban,Yes
4093,Male,No,3,Graduate,Yes,6669.0,3002.0,8202.0,360,Semiurban,Yes
4094,Male,Yes,3,Graduate,No,6583.0,3771.0,9650.0,180,Urban,Yes
4095,Female,No,1,Not Graduate,No,4834.0,1010.0,986.0,180,Semiurban,No
4096,Male,No,2,Not Graduate,No,10346.0,2646.0,6139.0,360,Rural,Yes
4097,Female,Yes,2,Not Graduate,No,6272.0,1838.0,5021.0,180,Urban,No
4098,Male,No,2,Not Graduate,Yes,1576.0,1002.0,4234.0,360,Urban,No
4099,Female,No,2,Not Graduate,No,9034.0,4771.0,8976.0,180,Semiurban,No
4100,Male,No,0,Not Graduate,Yes,3696.0,2621.0,2055.0,180,Urban,No
4101,Male,No,0,Graduate,Yes,3539.0,2346.0,7696.0,180,Semiurban,Yes
4102,Female,Yes,0,Not Graduate,No,6669.0,3849.0,8139.0,360,Urban,No
4103,Male,Yes,0,Not Graduate,No,9096.0,2627.0,4424.0,180,Urban,Yes
4104,Female,No,1,Graduate,Yes,6669.0,3029.0,5613.0,180,Semiurban,Yes
4105,Female,No,1,Not Graduate,No,3463.0,4869.0,6583.0,360,Semiurban,No
4106,Female,Yes,2,Not Graduate,No,3301.0,215.0,6266.0,360,Rural,No
4107,Male,No,0,Graduate,No,4256.0,2952.0,3764.0,360,Urban,No
4108,Female,No,2,Graduate,Yes,6361.0,2652.0,8391.0,180,Semiurban,No
4109,Male,Yes,2,Not Graduate,No,6669.0,1785.0,8569.0,360,Semiurban,Yes
4110,Female,Yes,2,Not Graduate,No,9865.0,466.0,5269.0,180,Rural,No
4111,Male,No,0,Not Graduate,Yes,10479.0,3001.0,2817.0,360,Urban,Yes
4112,Female,Yes,3,Graduate,Yes,10030.0,3414.0,835.0,180,Urban,Yes
4113,Female,No,2,Graduate,No,9948.0,3654.0,8229.0,360,Urban,No
4114,Male,Yes,2,Graduate,Yes,6400.0,1807.0,8257.0,360,Urban,No
4115,Male,No,0,Not Graduate,No,5598.0,2463.0,7281.0,180,Urban,No
4116,Female,Yes,2,Graduate,No,10944.0,57.0,4015.0,360,Semiurban,Yes
4117,Female,Yes,0,Graduate,Yes,1916.0,2627.0,6620.0,360,Urban,No
4118,Female,Yes,2,Not Graduate,No,11451.0,278.0,8853.0,180,Rural,Yes
4119,Male,No,1,Not Graduate,No,11069.0,1663.0,3910.0,180,Rural,Yes
4120,Male,Yes,0,Graduate,Yes,6669.0,2276.0,5021.0,360,Semiurban,No
4121,Male,Yes,2,Graduate,Yes,1938.0,4173.0,4874.0,360,Rural,Yes
4122,Male,Yes,0,Graduate,No,4743.0,4670.0,2392.0,180,Urban,Yes
4123,Male,No,2,Graduate,Yes,7022.0,2627.0,3974.0,360,Urban,No
4124,Male,Yes,0,Graduate,Yes,3563.0,1549.0,5167.0,360,Urban,Yes
4125,Female,No,0,Not Graduate,Yes,2839.0,1909.0,5021.0,180,Semiurban,No
4126,Female,Yes,2,Not Graduate,Yes,8796.0,3074.0,8162.0,180,Urban,Yes
4127,Female,Yes,1,Graduate,Yes,7814.0,995.0,2446.0,360,Urban,No
4128,Female,Yes,3,Graduate,Yes,5552.0,4667.0,3620.0,180,Urban,No
4129,Male,No,0,Graduate,Yes,11453.0,2627.0,4852.0,360,Rural,Yes
4130,Male,Yes,3,Graduate,Yes,8742.0,3416.0,5412.0,360,Urban,Yes
4131,Female,Yes,3,Graduate,Yes,8792.0,1983.0,5021.0,180,Urban,Yes
4132,Female,Yes,2,Not Graduate,No,6153.0,1169.0,2992.0,360,Rural,No
4133,Female,No,2,Not Graduate,No,1815.0,4614.0,8279.0,180,Semiurban,Yes
4134,Male,No,2,Not Graduate,No,4502.0,3149.0,5898.0,180,Semiurban,Yes
4135,Female,Yes,0,Graduate,No,8411.0,2389.0,7818.0,360,Semiurban,No
4136,Male,No,2,Not Graduate,No,5427.0,1778.0,5021.0,180,Urban,Yes
4137,Female,Yes,3,Not Graduate,Yes,5530.0,2630.0,7749.0,180,Semiurban,Yes
4138,Female,Yes,2,Graduate,Yes,6669.0,973.0,5582.0,180,Urban,No
4139,Male,No,1,Not Graduate,No,4564.0,1525.0,5021.0,180,Semiurban,Yes
4140,Female,Yes,1,Graduate,Yes,5896.0,4202.0,1778.0,360,Rural,Yes
4141,Female,Yes,1,Graduate,No,9398.0,2516.0,8684.0,360,Urban,Yes
4142,Male,No,2,Graduate,No,5729.0,1274.0,2355.0,360,Semiurban,No
4143,Male,No,3,Graduate,Yes,6669.0,4531.0,2728.0,180,Urban,No
4144,Male,Yes,2,Not Graduate,Yes,3918.0,2627.0,8437.0,360,Rural,Yes
4145,Male,Yes,0,Graduate,No,5996.0,4805.0,5350.0,360,Rural,No
4146,Male,No,0,Not Graduate,Yes,11239.0,1410.0,3336.0,180,Rural,Yes
4147,Male,No,3,Not Graduate,No,9446.0,2627.0,8953.0,180,Semiurban,Yes
4148,Male,No,3,Not Graduate,Yes,6669.0,3882.0,5021.0,180,Urban,No
4149,Female,Yes,0,Graduate,No,4442.0,2996.0,747.0,180,Semiurban,Yes
4150,Female,No,2,Not Graduate,Yes,6387.0,1248.0,5790.0,180,Rural,Yes
4151,Male,No,3,Graduate,No,9786.0,3448.0,4816.0,360,Rural,No
4152,Female,No,2,Not Graduate,Yes,4209.0,2623.0,8942.0,360,Rural,Yes
4153,Male,No,1,Graduate,Yes,3780.0,819.0,5021.0,360,Semiurban,No
4154,Female,Yes,2,Graduate,Yes,11207.0,1835.0,7425.0,180,Semiurban,No
4155,Male,Yes,3,Not Graduate,Yes,6669.0,4442.0,9638.0,360,Urban,No
4156,Female,No,2,Not Graduate,Yes,5650.0,2741.0,5021.0,180,Semiurban,Yes
4157,Male,Yes,0,Graduate,No,10183.0,4486.0,5295.0,360,Semiurban,No
4158,Male,Yes,2,Not Graduate,No,10569.0,2157.0,5021.0,360,Semiurban,No
4159,Female,Yes,3,Not Graduate,Yes,2445.0,1868.0,1904.0,180,Urban,Yes
4160,Female,Yes,0,Graduate,Yes,9950.0,1614.0,5949.0,360,Semiurban,Yes
4161,Male,No,2,Graduate,Yes,6669.0,3790.0,6913.0,180,Urban,No
4162,Male,No,0,Not Graduate,No,7694.0,423.0,5696.0,360,Urban,No
4163,Female,Yes,2,Not Graduate,Yes,7132.0,2378.0,5663.0,180,Semiurban,Yes
4164,Female,Yes,0,Graduate,No,6669.0,351.0,320.0,180,Urban,No
4165,Female,No,2,Graduate,Yes,10739.0,3332.0,2306.0,180,Rural,Yes
4166,Female,No,0,Graduate,No,2595.0,2627.0,6555.0,360,Rural,Yes
4167,Male,No,0,Graduate,No,5259.0,4970.0,6782.0,180,Semiurban,Yes
4168,Female,Yes,2,Not Graduate,No,5143.0,2695.0,2127.0,360,Semiurban,Yes
4169,Female,No,2,Graduate,Yes,6789.0,4774.0,5257.0,180,Urban,No
4170,Male,No,3,Not Graduate,No,4947.0,3771.0,4414.0,360,Urban,Yes
4171,Female,No,0,Graduate,No,10298.0,3852.0,6108.0,360,Urban,No
4172,Male,Yes,2,Graduate,Yes,6873.0,2072.0,7867.0,180,Urban,No
4173,Male,Yes,1,Not Graduate,Yes,11270.0,4257.0,294.0,360,Rural,No
4174,Male,Yes,2,Graduate,No,3784.0,4677.0,5021.0,180,Semiurban,No
4175,Male,Yes,3,Not Graduate,Yes,7016.0,2627.0,3338.0,360,Rural,Yes
4176,Female,No,3,Not Graduate,No,7371.0,819.0,2542.0,360,Urban,Yes
4177,Female,Yes,2,Graduate,No,6323.0,2982.0,6173.0,180,Urban,No
4178,Male,Yes,1,Not Graduate,No,6669.0,2497.0,4024.0,180,Semiurban,No
4179,Female,No,3,Graduate,No,6669.0,4601.0,5021.0,180,Rural,Yes
4180,Male,No,0,Graduate,Yes,7464.0,2564.0,8336.0,360,Rural,Yes
4181,Female,Yes,2,Graduate,Yes,7688.0,821.0,3326.0,360,Rural,No
4182,Female,Yes,3,Graduate,No,6435.0,757.0,5021.0,360,Rural,No
4183,Female,Yes,2,Not Graduate,No,6876.0,2825.0,8731.0,360,Rural,Yes
4184,Female,Yes,3,Graduate,Yes,8875.0,3526.0,2130.0,180,Semiurban,No
4185,Female,No,0,Not Graduate,No,10060.0,178.0,5050.0,360,Urban,Yes
4186,Female,No,1,Not Graduate,No,10024.0,3162.0,554.0,180,Urban,Yes
4187,Male,Yes,1,Graduate,Yes,2768.0,4636.0,6574.0,360,Semiurban,Yes
4188,Female,No,3,Not Graduate,No,6669.0,2565.0,2048.0,360,Semiurban,No
4189,Male,Yes,0,Not Graduate,No,3273.0,4419.0,6900.0,180,Urban,Yes
4190,Female,No,2,Not Graduate,Yes,9986.0,4329.0,8792.0,180,Semiurban,No
4191,Female,No,0,Graduate,Yes,6936.0,1262.0,2029.0,180,Urban,Yes
4192,Female,No,1,Graduate,No,10114.0,1900.0,5986.0,180,Semiurban,No
4193,Male,No,3,Not Graduate,No,8624.0,141.0,8243.0,180,Semiurban,Yes
4194,Female,Yes,0,Not Graduate,No,2483.0,2489.0,3919.0,180,Semiurban,No
4195,Male,No,3,Graduate,Yes,4500.0,3388.0,774.0,180,Semiurban,No
4196,Female,No,0,Not Graduate,No,2243.0,3221.0,7044.0,360,Rural,Yes
4197,Female,Yes,1,Not Graduate,No,3039.0,662.0,4169.0,360,Rural,No
4198,Male,No,2,Not Graduate,Yes,2753.0,542.0,9455.0,180,Urban,No
4199,Male,No,2,Graduate,No,7616.0,1865.0,8282.0,360,Rural,No
4200,Male,No,0,Graduate,Yes,9397.0,2658.0,6789.0,180,Rural,No
4201,Male,Yes,1,Not Graduate,No,9127.0,1351.0,8385.0,180,Rural,Yes
4202,Female,Yes,3,Graduate,Yes,6669.0,2653.0,5654.0,180,Semiurban,Yes
4203,Male,No,2,Not Graduate,Yes,1520.0,3363.0,8555.0,360,Urban,Yes
4204,Male,Yes,3,Graduate,Yes,4225.0,2627.0,942.0,180,Urban,Yes
4205,Female,No,3,Not Graduate,No,6513.0,2228.0,345.0,180,Rural,No
4206,Male,Yes,0,Not Graduate,Yes,8692.0,2219.0,7653.0,180,Rural,No
4207,Female,Yes,1,Graduate,Yes,6669.0,2902.0,2110.0,180,Urban,Yes
4208,Male,Yes,1,Not Graduate,No,3285.0,1861.0,8689.0,360,Rural,Yes
4209,Male,No,1,Graduate,No,9988.0,2893.0,5021.0,180,Semiurban,No
4210,Female,No,2,Not Graduate,No,7168.0,4898.0,7041.0,360,Urban,Yes
4211,Female,Yes,2,Not Graduate,No,9592.0,1041.0,4476.0,180,Rural,Yes
4212,Female,No,2,Graduate,No,6031.0,2627.0,6646.0,180,Rural,No
4213,Female,Yes,1,Not Graduate,No,11243.0,2239.0,5021.0,180,Urban,No
4214,Female,No,0,Not Graduate,Yes,3173.0,3399.0,9818.0,180,Urban,Yes
4215,Male,Yes,0,Not Graduate,Yes,4801.0,656.0,4485.0,360,Rural,Yes
4216,Female,Yes,2,Graduate,Yes,8044.0,1522.0,5021.0,180,Rural,No
4217,Female,No,0,Graduate,Yes,3539.0,2248.0,727.0,360,Urban,Yes
4218,Female,No,0,Graduate,No,6669.0,3211.0,3312.0,360,Semiurban,Yes
4219,Male,No,0,Not Graduate,Yes,4837.0,4945.0,7615.0,180,Semiurban,No
4220,Female,No,3,Not Graduate,No,6669.0,2332.0,7092.0,180,Rural,Yes
4221,Male,No,0,Not Graduate,No,9934.0,928.0,5021.0,180,Semiurban,Yes
4222,Male,Yes,2,Graduate,Yes,11147.0,4279.0,1522.0,180,Urban,No
4223,Female,Yes,0,Not Graduate,No,1516.0,951.0,5021.0,360,Semiurban,No
4224,Male,No,2,Graduate,Yes,6669.0,3734.0,9758.0,180,Semiurban,No
4225,Male,No,0,Not Graduate,Yes,6669.0,646.0,5021.0,360,Semiurban,No
4226,Male,Yes,0,Not Graduate,No,2615.0,4256.0,2728.0,180,Rural,Yes
4227,Female,No,1,Not Graduate,Yes,8147.0,3189.0,3552.0,180,Urban,No
4228,Male,Yes,3,Graduate,No,2551.0,3722.0,3466.0,180,Urban,Yes
4229,Female,Yes,2,Not Graduate,No,5298.0,949.0,6567.0,180,Semiurban,Yes
4230,Male,No,3,Graduate,No,2807.0,2471.0,3196.0,180,Semiurban,No
4231,Male,Yes,3,Not Graduate,No,6669.0,1426.0,6572.0,180,Urban,No
4232,Male,No,1,Not Graduate,Yes,7317.0,1388.0,2401.0,360,Semiurban,No
4233,Male,No,0,Graduate,Yes,1968.0,1846.0,5284.0,180,Rural,No
4234,Male,Yes,2,Not Graduate,Yes,2697.0,1292.0,8216.0,360,Rural,Yes
4235,Female,Yes,0,Graduate,No,5213.0,109.0,5021.0,180,Semiurban,No
4236,Female,Yes,3,Not Graduate,Yes,11752.0,1397.0,288.0,180,Urban,No
4237,Female,No,1,Not Graduate,Yes,7020.0,645.0,3765.0,180,Urban,No
4238,Female,No,1,Graduate,Yes,4190.0,1696.0,2449.0,360,Urban,Yes
4239,Male,No,1,Not Graduate,Yes,11550.0,3867.0,1033.0,180,Semiurban,Yes
4240,Female,No,0,Graduate,No,4506.0,1395.0,5852.0,360,Semiurban,Yes
4241,Male,Yes,1,Graduate,No,4315.0,4316.0,4060.0,180,Urban,Yes
4242,Male,No,3,Not Graduate,No,7925.0,4560.0,985.0,180,Urban,No
4243,Male,Yes,1,Not Graduate,No,10123.0,4393.0,7018.0,180,Rural,No
4244,Male,Yes,3,Not Graduate,Yes,10529.0,3408.0,4943.0,360,Rural,No
4245,Female,No,0,Not Graduate,Yes,2904.0,3072.0,9237.0,180,Urban,No
4246,Female,Yes,1,Not Graduate,Yes,10646.0,2716.0,2877.0,180,Rural,No
4247,Female,Yes,2,Graduate,Yes,2062.0,2627.0,4979.0,360,Urban,Yes
4248,Male,Yes,1,Not Graduate,Yes,3677.0,2879.0,49.0,360,Urban,Yes
4249,Male,Yes,3,Graduate,No,6669.0,3489.0,9181.0,180,Urban,No
4250,Female,Yes,2,Not Graduate,No,5080.0,2627.0,4750.0,180,Semiurban,No
4251,Female,No,3,Graduate,Yes,7693.0,1320.0,7470.0,180,Semiurban,No
4252,Male,No,2,Graduate,Yes,6388.0,875.0,7666.0,180,Urban,No
4253,Female,No,0,Graduate,Yes,10074.0,1530.0,1051.0,180,Rural,Yes
4254,Male,No,2,Graduate,Yes,11901.0,665.0,5021.0,180,Rural,No
4255,Male,No,1,Graduate,Yes,11275.0,4657.0,5877.0,180,Rural,Yes
4256,Male,Yes,3,Not Graduate,Yes,6951.0,888.0,5021.0,360,Rural,No
4257,Male,Yes,3,Not Graduate,No,1584.0,2497.0,3476.0,360,Urban,Yes
4258,Female,Yes,0,Graduate,Yes,6669.0,2036.0,8101.0,180,Rural,No
4259,Female,No,0,Graduate,No,3982.0,1048.0,107.0,360,Rural,Yes
4260,Male,No,0,Not Graduate,Yes,2908.0,1293.0,2486.0,180,Semiurban,No
4261,Female,No,3,Graduate,No,5567.0,4087.0,5318.0,180,Semiurban,No
4262,Male,Yes,0,Graduate,Yes,5499.0,3849.0,6755.0,180,Rural,Yes
4263,Male,No,3,Not Graduate,Yes,11143.0,3050.0,4984.0,360,Semiurban,No
4264,Female,No,0,Graduate,No,6290.0,2921.0,6171.0,360,Semiurban,Yes
4265,Female,Yes,0,Graduate,No,3231.0,2627.0,6251.0,180,Rural,No
4266,Male,Yes,0,Not Graduate,Yes,11995.0,4957.0,9128.0,180,Semiurban,Yes
4267,Male,Yes,2,Not Graduate,No,6669.0,2627.0,8007.0,360,Urban,Yes
4268,Female,No,2,Graduate,Yes,10780.0,1149.0,4882.0,360,Urban,Yes
4269,Male,No,1,Graduate,Yes,6669.0,4821.0,949.0,180,Semiurban,No
4270,Female,Yes,3,Graduate,Yes,4826.0,1127.0,5021.0,360,Semiurban,No
4271,Female,No,2,Graduate,Yes,10968.0,2348.0,2075.0,360,Urban,No
4272,Male,No,3,Graduate,Yes,2437.0,2801.0,2329.0,360,Semiurban,Yes
4273,Male,No,1,Graduate,No,11576.0,2998.0,8098.0,180,Urban,No
4274,Female,No,2,Graduate,No,7885.0,3407.0,519.0,180,Semiurban,No
4275,Female,No,3,Not Graduate,Yes,9638.0,4519.0,6859.0,360,Semiurban,Yes
4276,Male,Yes,2,Graduate,No,10968.0,2790.0,704.0,180,Urban,No
4277,Male,No,2,Graduate,No,2976.0,1744.0,4425.0,360,Semiurban,Yes
4278,Female,No,3,Not Graduate,Yes,3041.0,1197.0,8026.0,360,Semiurban,Yes
4279,Female,Yes,3,Not Graduate,Yes,6669.0,4516.0,2459.0,180,Semiurban,Yes
4280,Male,No,1,Not Graduate,No,1802.0,3473.0,3407.0,180,Semiurban,Yes
4281,Female,No,3,Not Graduate,No,4747.0,1296.0,4256.0,360,Urban,Yes
4282,Male,No,3,Not Graduate,No,2347.0,4126.0,1981.0,180,Semiurban,No
4283,Female,No,0,Not Graduate,Yes,4418.0,2589.0,3968.0,180,Semiurban,Yes
4284,Male,No,3,Not Graduate,No,6669.0,3286.0,3491.0,180,Rural,No
4285,Female,No,2,Graduate,Yes,10406.0,3095.0,9387.0,180,Rural,No
4286,Male,No,1,Not Graduate,No,5633.0,4998.0,6775.0,180,Urban,No
4287,Female,Yes,0,Graduate,Yes,2726.0,1048.0,7195.0,180,Urban,Yes
4288,Female,Yes,0,Graduate,No,3497.0,4449.0,7487.0,360,Rural,Yes
4289,Male,No,2,Graduate,No,10872.0,3462.0,6185.0,180,Semiurban,Yes
4290,Female,No,3,Graduate,No,6239.0,810.0,1291.0,360,Rural,Yes
4291,Male,No,1,Graduate,No,3049.0,2380.0,106.0,360,Urban,Yes
4292,Male,Yes,2,Not Graduate,Yes,6828.0,2234.0,480.0,360,Rural,Yes
4293,Female,No,0,Not Graduate,No,9478.0,4719.0,3840.0,180,Urban,Yes
4294,Female,Yes,0,Not Graduate,No,5799.0,2636.0,7708.0,360,Rural,No
4295,Female,Yes,0,Graduate,No,6262.0,4005.0,1934.0,360,Rural,No
4296,Female,Yes,3,Graduate,No,10620.0,2430.0,1173.0,180,Urban,Yes
4297,Female,No,3,Not Graduate,Yes,4177.0,1605.0,2043.0,180,Urban,Yes
4298,Female,No,0,Not Graduate,No,9310.0,1019.0,6797.0,180,Urban,No
4299,Female,Yes,0,Graduate,No,6669.0,2920.0,4364.0,360,Rural,Yes
4300,Male,No,0,Not Graduate,Yes,6221.0,799.0,8616.0,180,Semiurban,No
4301,Female,Yes,2,Graduate,No,7429.0,2669.0,570.0,360,Urban,Yes
4302,Female,Yes,1,Graduate,Yes,10166.0,2758.0,6076.0,360,Urban,Yes
4303,Female,Yes,3,Graduate,Yes,3984.0,4115.0,1579.0,360,Rural,Yes
4304,Female,No,3,Graduate,No,4612.0,358.0,3633.0,360,Semiurban,Yes
4305,Female,No,0,Not Graduate,No,5017.0,1671.0,7903.0,180,Rural,Yes
4306,Male,Yes,2,Graduate,Yes,6654.0,4539.0,5021.0,360,Semiurban,Yes
4307,Female,Yes,0,Not Graduate,Yes,7815.0,1218.0,1123.0,180,Urban,No
4308,Female,Yes,3,Not Graduate,Yes,6160.0,2449.0,6512.0,180,Rural,No
4309,Male,Yes,0,Graduate,No,4320.0,2224.0,5021.0,360,Rural,No
4310,Male,Yes,1,Graduate,Yes,10889.0,1400.0,5334.0,360,Rural,Yes
4311,Female,No,3,Graduate,Yes,11031.0,1689.0,7923.0,180,Urban,No
4312,Female,No,3,Not Graduate,No,2826.0,1525.0,6399.0,180,Semiurban,No
4313,Female,Yes,1,Graduate,No,7354.0,2627.0,2343.0,360,Rural,No
4314,Male,Yes,3,Not Graduate,Yes,8108.0,2320.0,1622.0,180,Rural,No
4315,Female,Yes,3,Not Graduate,Yes,9053.0,3028.0,2774.0,180,Rural,Yes
4316,Male,Yes,1,Graduate,No,9087.0,2308.0,5021.0,180,Semiurban,Yes
4317,Female,No,3,Graduate,No,8628.0,4041.0,3482.0,180,Semiurban,Yes
4318,Female,No,3,Graduate,Yes,2133.0,1114.0,6839.0,360,Rural,Yes
4319,Male,Yes,3,Not Graduate,No,10880.0,2313.0,5387.0,180,Semiurban,No
4320,Male,Yes,2,Graduate,No,7813.0,2627.0,1705.0,360,Semiurban,Yes
4321,Female,Yes,3,Graduate,No,7352.0,3264.0,6613.0,180,Urban,No
4322,Female,No,0,Not Graduate,Yes,10282.0,4711.0,831.0,360,Semiurban,No
4323,Male,No,0,Not Graduate,Yes,4873.0,3270.0,5021.0,360,Urban,Yes
4324,Male,No,2,Graduate,No,6242.0,4561.0,5021.0,360,Rural,No
4325,Female,Yes,0,Not Graduate,Yes,3970.0,3412.0,3310.0,360,Rural,Yes
4326,Female,Yes,3,Graduate,Yes,8022.0,2072.0,345.0,180,Semiurban,No
4327,Male,Yes,1,Graduate,Yes,7658.0,1228.0,8053.0,360,Semiurban,Yes
4328,Female,No,3,Graduate,No,8045.0,1477.0,3788.0,360,Semiurban,No
4329,Male,No,3,Graduate,No,7741.0,4268.0,5931.0,360,Semiurban,Yes
4330,Male,No,2,Not Graduate,No,8502.0,563.0,1249.0,180,Rural,No
4331,Female,No,2,Graduate,No,10166.0,3901.0,597.0,180,Semiurban,No
4332,Male,Yes,0,Graduate,No,6531.0,2739.0,1226.0,180,Rural,No
4333,Male,Yes,3,Not Graduate,No,8679.0,3544.0,6583.0,180,Urban,Yes
4334,Female,Yes,0,Graduate,No,3867.0,2846.0,2893.0,360,Urban,No
4335,Male,No,1,Graduate,Yes,6060.0,3717.0,7004.0,360,Urban,Yes
4336,Female,Yes,2,Graduate,Yes,7078.0,637.0,8663.0,180,Semiurban,No
4337,Female,Yes,0,Graduate,Yes,6669.0,4958.0,5776.0,180,Semiurban,Yes
4338,Female,No,3,Graduate,Yes,1651.0,3797.0,4935.0,180,Semiurban,Yes
4339,Female,No,0,Not Graduate,Yes,2662.0,2734.0,6929.0,180,Urban,Yes
4340,Female,Yes,0,Graduate,No,2377.0,922.0,1312.0,360,Rural,Yes
4341,Male,Yes,2,Graduate,No,10374.0,4786.0,3314.0,360,Semiurban,Yes
4342,Female,Yes,2,Not Graduate,Yes,8171.0,3839.0,5810.0,360,Urban,No
4343,Male,Yes,1,Not Graduate,No,1529.0,3959.0,9190.0,360,Semiurban,Yes
4344,Male,Yes,0,Not Graduate,No,11199.0,1927.0,6742.0,360,Rural,No
4345,Male,Yes,3,Not Graduate,No,10746.0,2457.0,5021.0,180,Urban,No
4346,Female,Yes,0,Not Graduate,Yes,10796.0,3751.0,6594.0,180,Rural,Yes
4347,Male,Yes,3,Graduate,No,6669.0,188.0,507.0,180,Semiurban,No
4348,Female,Yes,0,Graduate,No,5496.0,2587.0,4575.0,180,Semiurban,Yes
4349,Male,No,0,Not Graduate,Yes,6669.0,4515.0,9743.0,180,Semiurban,No
4350,Female,Yes,1,Not Graduate,No,4771.0,2280.0,9467.0,180,Rural,Yes
4351,Male,Yes,2,Not Graduate,No,10212.0,4336.0,4428.0,360,Urban,Yes
4352,Male,Yes,2,Graduate,No,8648.0,1978.0,4413.0,360,Urban,Yes
4353,Male,No,3,Not Graduate,No,9645.0,53.0,2517.0,360,Rural,No
4354,Female,Yes,3,Graduate,Yes,1621.0,2562.0,5406.0,180,Rural,No
4355,Male,No,1,Not Graduate,Yes,3128.0,2004.0,2160.0,360,Rural,No
